id,text,original_label,annotation_label,emoji_label,annotation_0,annotation_label_0,annotation_1,annotation_label_1,annotation_2,annotation_label_2,annotation_3,annotation_label_3,llm_annotation
1235,The Queen on her throne #tbt #bigsur #California #bestfriend #pacificcoasthighway #roadtrip…,19,2,😜,📷,1,😊,3,📷,1,😜,2,1
903,#AllTheScience Here we go! calacademy live-tweet event with @user @ California Academy…,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,0
1948,'Twas the night before Christmas #ChristmasEve #ChristmasTree : @user @ Irvine Spectrum…,10,1,📷,😊,3,😊,3,😊,3,😊,3,3
483,"Memorable bonding with our ""idol"" good friend Alden @user 6/2015.…",5,3,😊,😊,3,😊,3,📷,1,😊,3,2
2365,"PreCalc test (@ California State University Fullerton - @user in Fullerton, CA w/ @user",4,0,🔥,😊,3,🔥,0,📷,1,📷,1,1
2771,Tonight I personally love wearing leather skirts during the colder months. They add a touch of…,4,0,🔥,😊,3,😜,2,📷,1,😊,3,1
1992,Living life on the edge! #buggywhip.Call us for your custom order! (760)803-3331. :…,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
557,spent Christmas Day at Mary's peak and alsea falls @ Alsea Falls,5,3,😊,😊,3,😜,2,😊,3,😊,3,1
1897,Caught in #selfie mode #revfluence #getradical @ Alchemy Works,10,1,📷,📷,1,📷,1,📷,1,😜,2,1
2238,"We should all take the time to completely disconnect and get away, even for just a night. by…",10,1,📷,😊,3,🔥,0,😊,3,😊,3,0
2979,Changed her from a dark burgundy red to a beautiful firey copper! I wish I had gotten a…,4,0,🔥,😊,3,😜,2,😜,2,🔥,0,0
2213,"FULL FOCUS: ""Your focus determines your reality."" - Liam Neeson : Richard Pecjak Jr…",10,1,📷,😊,3,😊,3,🔥,0,🔥,0,3
909,I could get used to this. PS: Bark is co-hosting a kick-ass event tomorrow AM with…,19,2,😜,😊,3,😊,3,😊,3,😜,2,3
1794,#Disneyland : @user @ Disneyland,10,1,📷,📷,1,📷,1,📷,1,😊,3,3
806,A rocking picture needs no caption. Unless you want to give it one. #RadTribe @ Sam's Town…,19,2,😜,📷,1,📷,1,📷,1,🔥,0,1
862,I smile sometimes #RickyRebel #recording #Artist #TheBlueAlbum #available on #iTunes…,19,2,😜,😊,3,😊,3,🔥,0,😊,3,3
2258,Good times last night with this guy! Tiesto was on point and that tequila was . @ Las Vagas,4,0,🔥,📷,1,😜,2,🔥,0,😜,2,0
2812,Great atmosphere for this game. Incredible Cavs vs Warriors #Christmas2015 #LebronvsSteph…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2678,Thai #wagyu beef seriously amazing!!! @ Noi Thai Cuisine - Downtown Seattle,4,0,🔥,😊,3,🔥,0,📷,1,🔥,0,3
2074,#BillieJean @user : _aceinyoface @ Shrine Auditorium &amp; Expo Hall,10,1,📷,😊,3,📷,1,🔥,0,🔥,0,1
1322,Interesting day yesterday at the PBR in sac,19,2,😜,😊,3,😜,2,🔥,0,🔥,0,0
406,"Monday funday! Come on in, we're open Lineup: Alice 12, Ava 2, Amy 2, Candice 1, Charlene 3,…",5,3,😊,😊,3,😜,2,🔥,0,😊,3,0
1575,#tbt last Saturday @user @ City of Glendale,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
2970,He's baccccckkk and harder then ever hit up @user bio for his #soundcloud #hypebeast…,4,0,🔥,😊,3,🔥,0,😊,3,🔥,0,0
448,East coast swing on the west coast #timetodance #dancer #ballroomdance medinalogic @ South…,5,3,😊,😊,3,😜,2,🔥,0,🔥,0,1
562,Girl talk and Enzo is just concern about which doors he can open love our #dcmoments any time…,5,3,😊,😊,3,😊,3,😊,3,😊,3,2
755,About to hang out with a bunch of #Armenians and #Russians...trying to fit in Sporting my…,19,2,😜,😊,3,🔥,0,🔥,0,😊,3,1
2603,Hot enough for you? @ The Grove,4,0,🔥,🔥,0,🔥,0,🔥,0,🔥,0,0
2623,"@user It may be cold outside but it'll be ""Lit"" inside! #dontsleep #letsgo #heatoc @user",4,0,🔥,🔥,0,😜,2,🔥,0,🔥,0,0
589,Tagged along with the Hernandezs and the Romans Thanks for making me feel like part of the…,5,3,😊,😊,3,😊,3,🔥,0,😊,3,3
864,Having fun at Magic! Taking a dip in the #nextlevelatpool #Vegas #magic #tradeshow #shopping…,19,2,😜,😊,3,😜,2,🔥,0,😜,2,1
1346,"My cal gal pal @ Laguna Beach, California",19,2,😜,📷,1,😜,2,😜,2,😊,3,1
838,#ultimatebaconcheeseburger on sourdough with extra #bacon and an egg thanks @user,19,2,😜,😊,3,😊,3,📷,1,🔥,0,1
2496,Class yesterday with the one &amp; only @user I always look forward to taking his class…,4,0,🔥,😊,3,😊,3,😊,3,😊,3,3
1645,@user x grossosucks #wtf @user @user @ Idaho,10,1,📷,😊,3,🔥,0,😜,2,😜,2,0
1704,#CHRISELSTON boosting the bottom hip @user on a rainy day yesterday! •…,10,1,📷,😊,3,🔥,0,🔥,0,🔥,0,1
1442,I don't think you could tell which desk is mine #tallpeopleproblems @ CARE Realty Group,19,2,😜,😜,2,😜,2,😊,3,😜,2,1
387,Get you a friend that sticks by your side and helps you grow @ Capitol Hill (Seattle),5,3,😊,😊,3,😊,3,🔥,0,😊,3,3
140,@user you're sweet. I'm working on the off stage pics so it might be a bit. You'll definitely know when the next batch goes up.,5,3,😊,📷,1,📷,1,📷,1,😊,3,1
2654,@user killed #TuesdayBlend last night! s/o @user &amp; @user for holdin it down. @ Hard…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,0
1683,"I love you, San Francisco. : @user @ Bay to Breakers 2016",10,1,📷,😊,3,😊,3,🔥,0,😊,3,1
1741,"know your Worth... PC : jasonfaceyproduction @ Los Angeles,…",10,1,📷,📷,1,🔥,0,📷,1,🔥,0,1
2494,Before the sun a year ago and the same earlier today. Happy Birthday to Tetsuo &amp; Youth! @user #TetsuoSeason,4,0,🔥,😊,3,😜,2,📷,1,😊,3,1
49,"@ Manhattan Beach, California",5,3,😊,📷,1,📷,1,📷,1,📷,1,1
2426,"Lit @ Long Beach, California",4,0,🔥,🔥,0,📷,1,📷,1,🔥,0,0
660,That shitty moment when your car decides to shit on you,5,3,😊,😜,2,😊,3,😜,2,😜,2,0
2440,#Fabolous #Future @user #lit @ Drai's Beach Club Nightclub,4,0,🔥,🔥,0,😜,2,😜,2,🔥,0,0
2692,S/o to @user for Rockin w / @user It's a swat_team_music TAKEOVER We're LIVE…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2410,Bruh #lobstermacncheese @ Rodeo Drive,4,0,🔥,📷,1,🔥,0,🔥,0,🔥,0,2
1603,"Big 5⃣. -| cldtoon @ Los Angeles, California",10,1,📷,📷,1,😊,3,📷,1,🔥,0,2
2275,A spicy Volcano Roll just erupted in my mouth! Delectable! Cali made me fall in love with…,4,0,🔥,🔥,0,🔥,0,🔥,0,😊,3,0
1994,Did somebody say #cupcakes? #metierseattle #cafebermano #vegan #glutenfree ( # @user via…,10,1,📷,😊,3,😊,3,📷,1,😊,3,1
994,@ Golden Nugget Las Vegas,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
1813,"""The Awakening"" : evemariekuijstermans @ Unarius Academy of Science",10,1,📷,📷,1,😊,3,📷,1,🔥,0,0
74,Bye roommates missing Anne in the pic til our next travel #PruLifeUK #weloveourjob…,5,3,😊,📷,1,📷,1,📷,1,😊,3,3
837,I like my men..hung #hadto #donthate #funnyshit #hung #itsrainingmen #champagneshower #italian…,19,2,😜,😊,3,😜,2,😜,2,😜,2,2
1895,Best band? goodjoon @user thatniggaleft #SLEEPTVLK X #DEST X #OF cwaldor @ Beverly Hills Ca…,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
2809,Thanks Giving Special This Sunday. Lituation @user #LeVibe #EliteGame #Music #ShowTime…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
820,Thanks tito baby and aunty jenet for the fab room. Now i can finally sleep 48 hours straight. …,19,2,😜,😊,3,😊,3,😊,3,😊,3,3
2232,Baby Back Ribs - Thai Style. / @user #pokpokla @ Pok Pok La,10,1,📷,😊,3,😜,2,📷,1,🔥,0,1
2489,#Citynightshift is lit @ Urban Lights - LACMA,4,0,🔥,🔥,0,📷,1,📷,1,🔥,0,0
2795,Burning the midnight oil with the crew packing up these #Paleo meals. No sleep til the job is done.…,4,0,🔥,🔥,0,😊,3,😊,3,🔥,0,0
2867,Close up! oil slick hair #aliciaorabella #orabellacolorstudio @ Orabella Color Studio,4,0,🔥,📷,1,🔥,0,📷,1,🔥,0,1
1977,Well done is better than well said @ San Francisco International Airport,10,1,📷,😊,3,😜,2,📷,1,🔥,0,0
1665,What do you call a deer with no eyes?......I have no idear. : @user,10,1,📷,😊,3,😊,3,😜,2,😜,2,2
2886,"[bout to drop the most album of 2016] // [in n out, not me] @ In-N-Out Burger - Anaheim…",4,0,🔥,😊,3,📷,1,🔥,0,🔥,0,1
1374,It's time to celebrate.. #partytime #friendsforlife #enjoy @ Hakkasan MGM Grand Las Vegas,19,2,😜,😊,3,😜,2,🔥,0,😊,3,0
2067,Ready for SD1 this weekend! Rad shot @user snapped during my interview parts_unlimited…,10,1,📷,📷,1,🔥,0,📷,1,😜,2,1
577,Runyon with my sister #runyoncanyon #brothersisterlove @ Runyon Canyon,5,3,😊,📷,1,😊,3,📷,1,😊,3,2
2466,#hhi2016 @ International Hip Hop Dance Championship,4,0,🔥,📷,1,🔥,0,🔥,0,🔥,0,1
1848,The Bass Man. : Manrique Photos #lustandlies #lustnlies #losangeles #Hollywood #bands #bandsintown…,10,1,📷,📷,1,📷,1,📷,1,🔥,0,1
2700,Some dropping soon @user release party is tomorrow! Come out and support if you're in the…,4,0,🔥,😊,3,😜,2,😊,3,🔥,0,0
2747,DOPE SHOW and night Family and friends Moma Gail came out it was the highlightCOMEDYS…,4,0,🔥,😊,3,🔥,0,😊,3,🔥,0,2
1800,Because STAR WARS. #ootd #sequins #girlslikeus by @user @ GitHub,10,1,📷,😊,3,🔥,0,🔥,0,😜,2,2
1764,Hoping this week is a good. Happy Monday everyone! : @user @ Aura Night Club,10,1,📷,😊,3,😊,3,🔥,0,😊,3,3
813,Back then we were all hairspray and eyebrows msfancypantstokyo #sisters #throwback…,19,2,😜,😊,3,😊,3,😜,2,😊,3,2
2768,Party starts in a few hours @user with 3xevents last minute plans? hit me up…,4,0,🔥,😊,3,🔥,0,😜,2,🔥,0,0
853,@user You deserve it!,19,2,😜,😊,3,😜,2,😊,3,😊,3,3
2969,97 at 2:06am - as fuck in vegas #vegasnow @ Downtown Las Vegas Fremont,4,0,🔥,😜,2,🔥,0,🔥,0,🔥,0,0
1644,| Thankful | : brosephanthony #Photography #Fashion #Model #Asian #White #Mixed #Dancer #Nike…,10,1,📷,📷,1,📷,1,📷,1,😊,3,1
2059,@user in the vocal booth at clearlakerecording with @user PC @user @user,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
1199,I'm in love ha! #sprinklescupcakes @user @ Sprinkles Beverly Hills,19,2,😜,😊,3,😜,2,🔥,0,😊,3,3
605,#blackfriday #toryburch #michaelkors #katespade @ Westfield Horton Plaza,5,3,😊,📷,1,🔥,0,🔥,0,🔥,0,1
2838,@user with that @ Mare Island Naval Shipyard,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
1282,Red lips always lie @user killed it last night! #foundationnightclub #uscevents…,19,2,😜,😜,2,🔥,0,🔥,0,🔥,0,0
2784,"If you play with fire you will get-- Oh, wait... #fun #lockandkey #la #cocktail @ Lock &amp; Key",4,0,🔥,🔥,0,🔥,0,🔥,0,😜,2,0
888,Just saw 2 promos for #SleepyHollow during #ModernFamily,19,2,😜,😊,3,😊,3,😊,3,📷,1,2
1727,"Just taking a second to say that @user is a genius, and kate_avocado isn't so bad…",10,1,📷,😊,3,😜,2,🔥,0,😊,3,2
2289,"The weakened was lit @ Ventura, California",4,0,🔥,🔥,0,📷,1,🔥,0,🔥,0,0
1675,Gal's Lunch @user 2 weeks in a row for the $20 HH special. Meat Lover's Pizza; Fennel…,10,1,📷,😊,3,😜,2,📷,1,😊,3,1
809,"Shopping (at @user in San Jose, CA)",19,2,😜,😊,3,📷,1,📷,1,📷,1,0
1854,"""There's no place like home"" by bresmith7 #losangeles #westhollywood #neighborhoodbar #home…",10,1,📷,😊,3,🔥,0,📷,1,😊,3,3
877,"Sunsets are back @ Dog Beach (Del Mar, North Beach)",19,2,😜,📷,1,📷,1,📷,1,📷,1,1
2210,Go and see. @user @ Downtown Los Angeles,10,1,📷,📷,1,😊,3,📷,1,🔥,0,1
1031,Hehe. Vader selfie. Having fun at the #portraitsfromagalaxyfarfaraway art show this past Friday.…,19,2,😜,📷,1,📷,1,📷,1,😜,2,1
1182,I think we all feel this way sometimes! Snapped this pic of Pearl while hanging out at the…,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
606,I've been watching one tree hill since 11 last night,5,3,😊,😊,3,😊,3,🔥,0,🔥,0,3
1679,#MOVES #Family | 8.13.16 at @user | : outsidematters Next Show: 8/19 At @user,10,1,📷,📷,1,😜,2,📷,1,🔥,0,0
962,Breakfast @ Las Vegas Strip,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
765,My Doisneau moment #everydayeverywhere #millvalley #candid #candidmoment #streetphotography @user,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
1546,Love this crossbody bag from @user for spring! More #ontheblog today ( by jennalynnphotog)…,10,1,📷,😊,3,🔥,0,📷,1,😊,3,1
757,Thank y'all for interviewing me #LetsTalkAboutIt you guys are hilarious and nice meeting you…,19,2,😜,😊,3,😜,2,😊,3,😊,3,3
1866,The end of the world. #cybergoth #apocalypse #photography #model : Christopher Denise @ Reel…,10,1,📷,📷,1,📷,1,📷,1,🔥,0,1
412,@ Mad House Comedy Club,5,3,😊,📷,1,📷,1,📷,1,😜,2,2
467,"Had a ""Fools Rush In"" moment at the #hooverdam last week @ Hoover Dam",5,3,😊,😊,3,🔥,0,🔥,0,😜,2,0
317,SERIOUSLY!!! It really does #Repost miss_literarian with repostapp.・・・H O N E S T L Y…,5,3,😊,😊,3,😜,2,🔥,0,🔥,0,0
1138,When in Vegas... With 3lau @ Mandalay Bay Resort and Casino,19,2,😜,📷,1,😊,3,🔥,0,🔥,0,1
2932,Today's Frontal Work @ Flawless Hair,4,0,🔥,📷,1,🔥,0,😊,3,📷,1,1
2083,"the OG, been serving beignet since 2012. @user @ Alma at the Standard",10,1,📷,😊,3,😊,3,😊,3,😊,3,1
2355,500 rack pull from vleung519. Change Your Life.Private Training/Online Coaching:…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
1219,My kinda father daughter bonding @ Fort Mojave,19,2,😜,📷,1,😊,3,😊,3,😊,3,1
1381,When you have 20 different feelings in 60 seconds. #feelings #screen #film #television…,19,2,😜,😊,3,😜,2,📷,1,😜,2,3
2719,"Fire in the Sky! @ Oro Grande, California",4,0,🔥,🔥,0,🔥,0,🔥,0,🔥,0,0
428,And of course ended our delicious meal with a slice of Mocha Madness #FoodPorn…,5,3,😊,😊,3,😊,3,😊,3,📷,1,1
1262,my kinda mood.. #ceviche #UNAM #PUMAS @ My Jefas House..,19,2,😜,📷,1,🔥,0,😊,3,😊,3,3
1453,Show doesn't start for another hour... Think we can make it? #disneyland #californiaadventure…,19,2,😜,😊,3,😊,3,🔥,0,😜,2,1
746,I let you leave the salon feeling like you need a photoshoot... And you deserve one! …,5,3,😊,📷,1,📷,1,📷,1,📷,1,1
2634,DΞΔN - I'm Not Sorry @user #DEANTRBL #KCON @ KCON L.A 2016 Experience,4,0,🔥,😜,2,🔥,0,📷,1,🔥,0,0
139,Could just go for a dip in some cool expanse of water @ Lake Hollywood Overlook,5,3,😊,😊,3,😊,3,😜,2,😊,3,3
2839,I Love this #motivation#monday#Repost themattaltman・・・Boom. Best master bedroom ever…,4,0,🔥,📷,1,🔥,0,📷,1,😊,3,1
1936,Shoutout to my homies in Chicago tonight #feelthebern @user @ Theater At the Ace Hotel,10,1,📷,😊,3,😜,2,🔥,0,🔥,0,0
1459,"No school, no problem...we Disney #Disneyday #WednesdayShenanigans #BirthdayMonth…",19,2,😜,😊,3,😜,2,🔥,0,😜,2,1
2664,Almost 40k!!!!!!! We also are up to #13 closer to top 10!!!!!! Thank you for everyone watching…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
948,what do U call someone half #mexican half #German! Nazi w/ a lawnmower! or @user @ The…,19,2,😜,😊,3,🔥,0,😜,2,😜,2,2
1841,Doesn't get much better than a sunrise MTB ride! @user,10,1,📷,😊,3,😊,3,📷,1,😜,2,1
602,@user thanks dawggg,5,3,😊,😊,3,📷,1,😊,3,😊,3,2
2138,COMING DOWN THE MOUNTAIN #NothingsShocking with my sensai followmylife_fml808 behind the …,10,1,📷,😊,3,🔥,0,🔥,0,🔥,0,1
2350,Woah outta town day! #snowglobeperspective @ Snowglobe Perspective,4,0,🔥,😊,3,😊,3,😊,3,📷,1,1
1929,Today @user ____________#repost jimmyhuh11 #baselayer #powpow #mammothstories…,10,1,📷,😊,3,📷,1,📷,1,🔥,0,1
1672,Successful Weekend with the #Squad :@yxcvli @ Mango's,10,1,📷,😊,3,😊,3,🔥,0,😊,3,3
1714,This Cam is cut in half! #nikon #D5 #camera #ces2017 #splitcam @ CES,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
70,@user Amen family in Christ Jesus !!,5,3,😊,😊,3,🔥,0,😊,3,😊,3,2
2248,Feels good to be back with family || @user @ Bootleg Theater,10,1,📷,😊,3,😊,3,😊,3,😊,3,3
2154,What a life #SanDiego #sundayfunday #MissionBeach alaina_heinen @ South Mission Beach,10,1,📷,😊,3,😜,2,📷,1,😜,2,1
954,The Muse @ Staples Center,19,2,😜,📷,1,📷,1,🔥,0,🔥,0,0
1461,Are we tired of seeing my face on your feed yet? No? Oh good @ International Rose Test Garden,19,2,😜,😜,2,😜,2,😊,3,😜,2,3
135,Man! I'm SUPER excited to head to #LasVegas with my two business partners aka best friends…,5,3,😊,😊,3,🔥,0,😊,3,🔥,0,3
2956,@ NCLUSIVE,4,0,🔥,📷,1,📷,1,🔥,0,😊,3,2
649,Got here in time for the Breakfast Special YAY! 69x11#favoritecoffeeshop#lovecoffee…,5,3,😊,😊,3,😜,2,📷,1,😊,3,3
200,"This is so pretty, and the bridge is cool I guess.. @ Golden Gate Bridge",5,3,😊,📷,1,😊,3,📷,1,📷,1,1
531,Merry Christmas may the Spirit of the holiday ignite many new blessings this next year for you…,5,3,😊,😊,3,😊,3,😊,3,😊,3,0
1738,keeping it classy on my birthday @user #foodie @user @ Causwells,10,1,📷,😊,3,📷,1,😊,3,😊,3,1
1793,Team rider Adrian Da Kine--adrian_da_kine shootin the ol' duck! @user #adriandakine…,10,1,📷,📷,1,😊,3,😊,3,🔥,0,1
952,Snapped a photo of these two beauties yesterday before handing them out #latte #latteart…,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
733,"Bought some pretty #Orchids today! @ Citrus Heights, California",5,3,😊,😊,3,🔥,0,📷,1,😊,3,1
2013,#theline #itwasterrible #itrainshere dd_railin @ Mount Baker,10,1,📷,📷,1,📷,1,📷,1,🔥,0,0
2335,Can't wait for outside lands to see @user perform again @ Warfield San Francisco,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,3
1187,Eating has never felt so good! Love this place. @ Nick's Coffee Shop &amp; Deli,19,2,😜,😊,3,😊,3,😊,3,😊,3,3
2423,This Friday 2__milly Live trunightclublv Get W/ Me For Tables &amp; Guest List #RSDJz #mp3waxx…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2987,Last night's @user x @user event was . LA slowly stepping up their dancehall game.…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,0
1828,merry christmas from sa(m)ta and I! : bae_anca @ Santana Row,10,1,📷,😊,3,😊,3,😊,3,😊,3,3
5,Life's better when you jump right in awesome day cliff jumping and hanging at the lake with…,5,3,😊,😊,3,🔥,0,😊,3,🔥,0,0
2750,Another from an awesome shoot in Newport with Kayleigh Swenson (kayleigh_swenson)#bikinimodel…,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
1871,Thanks to everyone who came to my talk on story and to fundysoftwareinc for sponsoring. :…,10,1,📷,😊,3,😊,3,😊,3,😊,3,3
2146,Muffuletta on the waterfront. by @user @ Bunk Sandwiches,10,1,📷,📷,1,📷,1,📷,1,😊,3,1
916,Welcome December! #december #tbt #swag #instagood #happy #photooftheday #smile #work #day…,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
2980,Lets goooo! OG Busta Rhymes went innn on #AnotherRound w/ @user off My #TheGift Project! …,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2488,Look at this bad ass bday bitch tho,4,0,🔥,😜,2,😜,2,🔥,0,😜,2,2
346,@user thank you and you're welcome,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1290,"Bout to hit the gym, but first made a little snapchat story. Check it out #selfie #snapchat Add…",19,2,😜,📷,1,📷,1,📷,1,😜,2,1
1783,Seattle fans loved the @user #SetInStoneTour last night! : @user,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
891,"This #Negroni is too good Royal Dock Navy Strength Gin, Cocchi Torino, Campari. @ ARIA Resort &amp;…",19,2,😜,😊,3,🔥,0,😊,3,😊,3,1
855,Hungry Monday face @ Santana Row,19,2,😜,📷,1,😜,2,🔥,0,😜,2,2
963,I get the smiles today on the streets #anyyogaidoishotyoga #glowyogasf #yoga #sanfrancisco…,19,2,😜,📷,1,😊,3,😊,3,😊,3,3
860,"Geeky new beanie selfie #geek #geeky #sweetie #sillyhats #beanie #selfie @ Martha Lake,…",19,2,😜,📷,1,📷,1,📷,1,😜,2,1
2690,"Lookin fierce @user #mua #hairstylist #rhoc @ Newport Beach, California",4,0,🔥,📷,1,📷,1,📷,1,😜,2,0
880,There's always room for Guacamole #lostoros #chatsworth #mexicanfood #itstheweekend @ Los…,19,2,😜,😊,3,😊,3,😊,3,😊,3,1
1311,#1 holiday sweater so far. @ Spin Nightclub SD,19,2,😜,🔥,0,🔥,0,🔥,0,😜,2,2
911,I was rolling too hard last night lmao but I still had a good time shout out to water for…,19,2,😜,😊,3,😜,2,🔥,0,😜,2,2
264,Science fair time! #whereswaldo #proudmom #thirdgrade #sciencefair #hotwheelscarwash @ Irvine…,5,3,😊,😊,3,😊,3,🔥,0,😊,3,1
2514,Lit @ Casablanca Hookah Lounge,4,0,🔥,🔥,0,📷,1,😜,2,🔥,0,0
642,Yesterday night was fun!!! @ Regal Issaquah Highlands Stadium 12…,5,3,😊,😊,3,😜,2,🔥,0,😜,2,2
2509,New menu for the Just this weekend! Come out and try our delicious food! @ Crimsin San Pedro,4,0,🔥,😊,3,😊,3,📷,1,😊,3,1
2198,#DF2 ft. VP Franklin &amp; Baby Franklin : C5 (My new endeavor)#DF2 available now on…,10,1,📷,😊,3,😜,2,🔥,0,🔥,0,0
323,"Friyay @ Lake Merritt, Oakland CA",5,3,😊,📷,1,📷,1,📷,1,😜,2,1
2869,“I was probably just concentrating on doing my own work.”,4,0,🔥,😊,3,🔥,0,📷,1,😜,2,3
361,Building bicycles #Salesforce #volunteering #vto @ Salesforce…,5,3,😊,📷,1,😊,3,🔥,0,😊,3,1
75,Senior prom w Kendall @ Tahoma Senior High School,5,3,😊,📷,1,😜,2,🔥,0,😊,3,3
2116,A | M : @user @ Grizzly Peak,10,1,📷,📷,1,😊,3,🔥,0,📷,1,1
2936,"""CCC"" MUSIC VIDEO OUT NOW!! ^Working twice as hard to get double the satisfaction…",4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2301,Nature put on a show last night #joshuatree #findyourpark @ Joshua Tree National Park,4,0,🔥,😊,3,😊,3,📷,1,📷,1,3
1770,@user by @user #firstfridays #neppypicsproductions #NeppyPics…,10,1,📷,📷,1,📷,1,🔥,0,📷,1,1
1543,Out here on #KTLA doing promo for the upcoming #KinnerMix 005. #KinnerGoes100 #21 #Fashun…,10,1,📷,📷,1,🔥,0,🔥,0,🔥,0,1
25,"Lions (not pictured) and tigers and bears, oh my! Spent the day at the #zoo with @user …",5,3,😊,📷,1,📷,1,📷,1,😊,3,2
2411,Happy Birthday @user hope your day is lit #OVO #Drake #HappyBirthday #Music #FakeLove Where…,4,0,🔥,🔥,0,😊,3,😊,3,🔥,0,0
2811,"HOLLOW BEAT! B.A.N.G.E.R @ Las Vegas, Nevada",4,0,🔥,🔥,0,🔥,0,🔥,0,🔥,0,0
1144,Warming up @ Shatto 39 Lanes,19,2,😜,😊,3,🔥,0,🔥,0,😊,3,0
618,One of our first meals in Seattle...#Paseo did NOT disappoint @user,5,3,😊,📷,1,📷,1,📷,1,😊,3,1
158,Peas date night Dinner by: pokeutc View by: #SanDiego @ Mt Soledad Veterans Memorial,5,3,😊,📷,1,🔥,0,📷,1,😊,3,1
538,I'm so thankful for all my gifts,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
812,"When ""they"" talkin shit ... @ Los Angeles, California",19,2,😜,😜,2,😊,3,🔥,0,😜,2,2
2854,Y'all ain't ready for this #music!!! @user is on @user you are a #f**king…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,0
2045,Just doing my damn thing @user : @user go follow him. @ Wayfare HQ,10,1,📷,😊,3,🔥,0,🔥,0,😜,2,1
150,I just had the best nap ever !,5,3,😊,😊,3,😜,2,😊,3,😊,3,3
2570,VALERIA'S XV @ Embassy Suites by Hilton Monterey Bay Seaside,4,0,🔥,📷,1,😜,2,🔥,0,😊,3,1
781,#tbt to last week's wedding selfies there's just something about…,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
289,"I think we may be drinking.... but NOT driving, so it's ok #happybirthdaysam #itsagoodlife…",5,3,😊,😜,2,🔥,0,📷,1,😜,2,3
1274,#Repost @user with repostapp・・・Twinsies! # #leasethelife #iphone7plus #lamborghini…,19,2,😜,📷,1,📷,1,🔥,0,📷,1,1
2907,It was def @ Las Vegas Strip,4,0,🔥,😊,3,📷,1,📷,1,🔥,0,0
2571,"""HOT CHICK 2000"" LIVE ON YOUTUBE Links in our Bio Check it out, share, and let us know what…",4,0,🔥,🔥,0,😜,2,🔥,0,🔥,0,0
321,Happy Friday! Enjoy your weekend and good luck with finals next week @ Santa Monica College,5,3,😊,😊,3,🔥,0,🔥,0,😊,3,0
2788,Feels of Shelter's accoustic version + Language intro was just #ShelterLiveTour…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,3
1919,(3-10-16) .... Another date coming in April. #chainreaction : king_arthur714 @ Chain Reaction,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
750,"Time for some BBQ and whiskey libations. Chomp, belch, chomp! (@ Lucille's Smokehouse Bar-B-Que)",19,2,😜,😊,3,🔥,0,📷,1,😜,2,0
488,Merry Christmas and Happy Holidays! At the Burbank Airport - nice pants! Very festive! @ Bob…,5,3,😊,😊,3,😜,2,📷,1,😊,3,3
1189,even the sidewalks in Portland rock @ Hawthorne,19,2,😜,📷,1,📷,1,📷,1,🔥,0,3
2228,Awesome shot of the boys. zahnizzle markususa #XYZ photo cred @user @ Lincoln Park Golf…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
945,It's Winter in LA! sun drenched studio for our 9am Full Body class with Simone this morning!…,19,2,😜,😊,3,🔥,0,🔥,0,😊,3,1
1582,Hello Weekend boxedwater : @user #hello #hellofromtheotherside #weekendshere #friyay…,10,1,📷,😊,3,😊,3,🔥,0,😊,3,1
895,This year's gonna be the bestest!!! #cakebytheocean @ Terranea Resort,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,3
2556,"Found a Kona Grill in California! (@ Kona Grill in Irvine, Calif)",4,0,🔥,📷,1,😜,2,📷,1,😊,3,3
